Id,year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age
723,2017,Mercedes-Benz,Mercedes-Benz GLE 250 d,GLE,4500000,50000,Diesel,Bangalore,2,4
724,2016,Volkswagen,Volkswagen Polo GT TSI,Polo,795000,63000,Petrol,Bangalore,3,5
725,2017,Hyundai,Hyundai Creta 1.6 S Plus AT,Creta,1300000,41000,Diesel,Bangalore,14,4
726,2017,Audi,Audi Q3 30 TDI S,Q3,2850000,49000,Diesel,Bangalore,10,4
727,2018,Hyundai,Hyundai Creta SX 1.6 (O) Petrol,Creta,1435000,33000,Petrol,Bangalore,14,3
728,2013,Maruti Suzuki,Maruti Suzuki Ertiga ZDi,Ertiga,650000,56000,Diesel,Bangalore,32,8
729,2016,Skoda,Skoda Octavia 2.0 TDI CR Ambition Plus AT,Octavia,1400000,64382,Diesel,Bangalore,27,5
730,2015,Toyota,Toyota Innova 2.5 VX 8 STR BS-IV,Innova,1325000,121434,Diesel,Bangalore,1,6
731,2020,Maruti Suzuki,Maruti Suzuki XL6 Alpha AT Petrol,XL6,1150000,14448,Petrol,Bangalore,32,1
732,2018,Honda,Honda City S Diesel,City,880000,33990,Diesel,Bangalore,7,3
733,2018,Tata,Tata Nexon XM,Nexon,825000,12200,Petrol,Bangalore,40,3
734,2012,Maruti Suzuki,Maruti Suzuki Ritz Vdi BS-IV,Ritz,429000,83522,Diesel,Bangalore,32,9
735,2018,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Elite,660000,28131,Petrol,Bangalore,14,3
736,2020,Toyota,Toyota Fortuner 2.8 4x4 AT [2016-2020],Fortuner,4100000,10906,Diesel,Bangalore,1,1
737,2011,Maruti Suzuki,Maruti Suzuki Ritz Zxi BS-IV,Ritz,385000,55705,Petrol,Bangalore,32,10
738,2018,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,415000,14981,Petrol,Bangalore,15,3
739,2017,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI,Wagon,475000,32279,Petrol,Bangalore,32,4
740,2016,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.3,Baleno,680000,93525,Diesel,Hyderabad,32,5
741,2017,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI AMT,Wagon,520000,40904,Petrol,Hyderabad,32,4
742,2004,Toyota,Toyota Qualis GS G1,Qualis,240000,209616,Diesel,Hyderabad,1,17
743,2014,Maruti Suzuki,Maruti Suzuki Ertiga ZDi,Ertiga,735000,43294,Diesel,Hyderabad,32,7
744,2013,Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Avantgarde,E-Class,1850000,89000,Diesel,Hyderabad,2,8
745,2019,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,1050000,15250,Diesel,Hyderabad,8,2
746,2019,Jaguar,Jaguar F-Pace Prestige,F-Pace,5900000,20763,Diesel,Hyderabad,40,2
747,2016,Hyundai,Hyundai Xcent S 1.1 CRDi,Xcent,430000,127000,Diesel,Hyderabad,14,5
748,2017,Maruti Suzuki,Maruti Suzuki S-Cross Alpha 1.6,S-Cross,930000,36057,Diesel,Hyderabad,32,4
749,2015,Hyundai,Hyundai Creta 1.6 SX Plus AT,Creta,1345000,88630,Diesel,Hyderabad,14,6
750,2016,Skoda,Skoda Rapid 1.5 TDI CR Style Plus AT,Rapid,950000,42282,Diesel,Hyderabad,27,5
751,2018,Maruti Suzuki,Maruti Suzuki Ciaz Zeta 1.4 AT,Ciaz,980000,18178,Petrol,Hyderabad,32,3
752,2014,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,560000,32525,Diesel,Hyderabad,32,7
753,2016,Mahindra,Mahindra XUV500 W8 [2015-2017],XUV500,1200000,75441,Diesel,Hyderabad,24,5
754,2018,Mahindra,Mahindra XUV500 W11,XUV500,1550000,34444,Diesel,Hyderabad,24,3
755,2021,Volkswagen,Volkswagen Polo GT TSI,Polo,1050000,8862,Petrol,Hyderabad,3,0
756,2013,Chevrolet,Chevrolet Enjoy 1.3 LS 7 STR,Enjoy,485000,83575,Diesel,Hyderabad,12,8
757,2016,Hyundai,Hyundai i20 Active 1.4L SX (O) [2015-2016],i20,685000,68479,Diesel,Hyderabad,14,5
758,2018,Mahindra,Mahindra XUV500 W10,XUV500,1400000,88666,Diesel,Hyderabad,24,3
759,2012,Hyundai,Hyundai i20 Magna 1.4 CRDI,i20,390000,80809,Diesel,Hyderabad,14,9
760,2017,Mahindra,Mahindra Verito 1.5 D4 BS-IV,Verito,450000,67475,Diesel,Hyderabad,24,4
761,2015,Ford,Ford EcoSport Titanium+ 1.5L TDCi Black Edition,EcoSport,700000,74595,Diesel,Hyderabad,8,6
762,2014,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX Opt AT,Verna,725000,72230,Diesel,Hyderabad,14,7
763,2016,Renault,Renault Duster 110 PS RXZ 4X2 AMT Diesel,Duster,785000,112038,Diesel,Hyderabad,15,5
764,2010,Honda,Honda CR-V 2.4 AT,CR-V,650000,116594,Petrol,Hyderabad,7,11
765,2020,MG,MG Hector Plus Sharp 1.5 DCT Petrol,Hector,2100000,16023,Petrol,Hyderabad,81,1
766,2020,Kia,Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],Seltos,1850000,57786,Diesel,Hyderabad,20,1
767,2017,Volkswagen,Volkswagen Ameo Comfortline 1.2L (P),Ameo,575000,30000,Petrol,Hyderabad,3,4
768,2021,Maruti Suzuki,Maruti Suzuki Vitara Brezza VXi,Vitara,1000000,5700,Petrol,Hyderabad,32,0
769,2017,Mahindra,Mahindra XUV500 W6,XUV500,1500000,40000,Diesel,Hyderabad,24,4
770,2013,Toyota,Toyota Corolla Altis G Diesel,Corolla,755000,78507,Diesel,Hyderabad,1,8
771,2012,Maruti Suzuki,Maruti Suzuki Swift DZire VXI,Swift,490000,31757,Petrol,Hyderabad,32,9
772,2010,BMW,BMW 5 Series 520d Sedan,5,1400000,89602,Diesel,Hyderabad,4,11
773,2008,Mercedes-Benz,Mercedes-Benz S-Class 350,S-Class,1500000,38530,Petrol,Hyderabad,2,13
774,2009,Mercedes-Benz,Mercedes-Benz E-Class 220 CDI AT,E-Class,925000,47000,Diesel,Hyderabad,2,12
775,2012,Toyota,Toyota Etios VX-D,Etios,400000,88000,Diesel,Hyderabad,1,9
776,2016,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.3,Baleno,680000,93525,Diesel,Hyderabad,32,5
777,2011,Hyundai,Hyundai Verna Fluidic 1.6 CRDi,Verna,550000,75375,Diesel,Hyderabad,14,10
778,2009,Honda,Honda City 1.5 S MT,City,365000,68384,Petrol,Hyderabad,7,12
779,2019,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi,Vitara,1025000,71750,Diesel,Hyderabad,32,2
780,2013,Ford,Ford EcoSport Titanium 1.5 TDCi,EcoSport,560000,73149,Diesel,Hyderabad,8,8
781,2011,Hyundai,Hyundai Verna Fluidic 1.4 VTVT,Verna,435000,67528,Petrol,Hyderabad,14,10
782,2016,Honda,Honda City VX (O) MT Diesel,City,785000,64554,Diesel,Hyderabad,7,5
783,2014,BMW,BMW 3 Series GT 320d Luxury Line [2014-2016],3,2400000,67000,Diesel,Hyderabad,4,7
784,2015,Honda,Honda Jazz V Petrol,Jazz,540000,33400,Petrol,Hyderabad,7,6
785,2019,Jaguar,Jaguar F-Pace Prestige,F-Pace,5900000,20763,Diesel,Hyderabad,40,2
786,2018,Volvo,Volvo S60 Kinetic D4,S60,2800000,35000,Diesel,Hyderabad,9,3
787,2016,Volvo,Volvo XC90 D5 AWD,XC90,4700000,72000,Diesel,Hyderabad,9,5
788,2014,Volvo,Volvo S60 Summum D5,S60,2400000,125000,Diesel,Hyderabad,9,7
789,2008,Porsche,Porsche Cayenne S V8 Tiptronic,Cayenne,1600000,102000,Petrol,Hyderabad,5,13
790,2010,Porsche,Porsche Cayenne S,Cayenne,3500000,73000,Petrol,Hyderabad,5,11
791,2009,Mercedes-Benz,Mercedes-Benz E-Class E220 CDI Blue Efficiency,E-Class,1300000,82000,Diesel,Hyderabad,2,12
792,2013,Mercedes-Benz,Mercedes-Benz E-Class E220 CDI Blue Efficiency,E-Class,1900000,45000,Diesel,Hyderabad,2,8
793,2017,Jeep,Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],Compass,1650000,30000,Petrol,Hyderabad,19,4
794,2017,Mercedes-Benz,Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],E-Class,4800000,51000,Diesel,Hyderabad,2,4
795,2012,Mercedes-Benz,Mercedes-Benz M-Class 350 CDI,M-Class,2900000,83000,Diesel,Hyderabad,2,9
796,2016,Mercedes-Benz,Mercedes-Benz GLE 250 d,GLE,4200000,72000,Diesel,Hyderabad,2,5
797,2016,Land Rover,Land Rover Discovery Sport HSE,Discovery,3900000,66000,Diesel,Hyderabad,18,5
798,2017,Toyota,Toyota Innova Crysta 2.4 G 7 STR [2016-2017],Innova,1700000,129000,Diesel,Hyderabad,1,4
799,2013,MINI,MINI Cooper 1.6,Cooper,1900000,38000,Petrol,Hyderabad,39,8
800,2006,BMW,BMW X5 SAV 4.4i,X5,900000,131000,Petrol,Hyderabad,4,15
801,2018,BMW,BMW 5 Series 520d M Sport,5,5400000,51000,Diesel,Hyderabad,4,3
802,2009,BMW,BMW 5 Series 520d Sedan,5,850000,88000,Diesel,Hyderabad,4,12
803,2019,BMW,BMW 6 Series GT 630d M Sport [2018-2019],6,6500000,54000,Diesel,Hyderabad,4,2
804,2015,BMW,BMW 3 Series 320d Luxury Line,3,2400000,46000,Diesel,Hyderabad,4,6
805,2012,Mercedes-Benz,Mercedes-Benz S-Class 350 CDI L,S-Class,3600000,63000,Diesel,Hyderabad,2,9
806,2015,Mercedes-Benz,Mercedes-Benz G-Class G 63 AMG,G-Class,14000000,23000,Petrol,Hyderabad,2,6
807,2018,Mercedes-Benz,Mercedes-Benz GLE Coupe 43 4MATIC [2017-2019],GLE,8500000,26000,Petrol,Hyderabad,2,3
808,2012,BMW,BMW 5 Series 520d Sedan,5,1600000,101000,Diesel,Hyderabad,4,9
809,2011,Mercedes-Benz,Mercedes-Benz C-Class C 250 CDI BlueEFFICIENCY,C-Class,1500000,85000,Diesel,Hyderabad,2,10
810,2018,Isuzu,Isuzu MU-X 4x4,MU-X,3000000,6500,Diesel,Hyderabad,37,3
811,2019,Volkswagen,Volkswagen Tiguan - 2020 Highline TDI,Tiguan,2900000,30000,Diesel,Hyderabad,3,2
812,2015,Skoda,Skoda Rapid 1.5 TDI CR Ambition with Alloy Wheels,Rapid,620000,45000,Diesel,Hyderabad,27,6
813,2017,Audi,Audi Q7 45 TDI Technology Pack,Q7,6700000,37914,Diesel,Hyderabad,10,4
814,2008,Mercedes-Benz,Mercedes-Benz M-Class 320 CDI,M-Class,1100000,73451,Diesel,Hyderabad,2,13
815,2016,Honda,Honda City SV,City,780000,35000,Petrol,Hyderabad,7,5
816,2020,Kia,Kia Sonet GTX Plus 1.5 [2020-2021],Sonet,1400000,19486,Diesel,Hyderabad,20,1
817,2016,Volkswagen,Volkswagen Polo Highline1.2L (P),Polo,630000,64654,Petrol,Hyderabad,3,5
818,2011,Honda,Honda City 1.5 V AT,City,575000,51000,Petrol,Hyderabad,7,10
819,2019,Toyota,Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],Innova,2330000,43000,Diesel,Hyderabad,1,2
820,2018,Mercedes-Benz,Mercedes-Benz CLA 200 D Urban Sport,CLA,3400000,23107,Diesel,Hyderabad,2,3
821,2011,Bentley,Bentley Continental Flying Spur W12,Continental,9500000,45000,Petrol,Hyderabad,44,10
822,2013,Land Rover,Land Rover Range Rover Evoque Dynamic SD4,Evoque,2600000,68000,Diesel,Hyderabad,18,8
823,2010,Maruti Suzuki,Maruti Suzuki Swift ZXi 1.2 BS-IV,Swift,365000,44900,Petrol,Hyderabad,32,11
824,2016,Maruti Suzuki,Maruti Suzuki Swift VDi [2014-2017],Swift,585000,68342,Diesel,Hyderabad,32,5
825,2016,Datsun,Datsun GO T,GO,360000,28000,Petrol,Hyderabad,50,5
826,2015,Volkswagen,Volkswagen Polo GT TSI,Polo,625000,65000,Petrol,Hyderabad,3,6
827,2019,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2100000,53000,Diesel,Hyderabad,1,2
828,2019,Skoda,Skoda Rapid Monte Carlo 1.6 MPI AT,Rapid,1135000,29867,Petrol,Hyderabad,27,2
829,2019,Honda,Honda BR-V VX Diesel,BR-V,1075000,55000,Diesel,Hyderabad,7,2
830,2011,Maruti Suzuki,Maruti Suzuki A-Star Vxi,A-Star,275000,71000,Petrol,Hyderabad,32,10
831,2018,Mahindra,Mahindra XUV500 W7 [2018-2020],XUV500,1230000,72000,Diesel,Hyderabad,24,3
832,2012,Volkswagen,Volkswagen Jetta Highline TDI,Jetta,600000,110000,Diesel,Hyderabad,3,9
833,2014,Maruti Suzuki,Maruti Suzuki Celerio VXi AMT,Celerio,375000,24500,Petrol,Hyderabad,32,7
834,2011,Hyundai,Hyundai i10 Magna 1.2 Kappa2,i10,350000,55289,Petrol,Hyderabad,14,10
835,2016,Maruti Suzuki,Maruti Suzuki Ertiga VDI SHVS,Ertiga,785000,84640,Diesel,Hyderabad,32,5
836,2014,BMW,BMW 3 Series 320d Luxury Line,3,2000000,31000,Diesel,Hyderabad,4,7
837,2008,Audi,Audi Q7 3.0 TDI quattro,Q7,1800000,70000,Diesel,Hyderabad,10,13
838,2018,Jaguar,Jaguar XJ L 3.0 Portfolio,XJ,7500000,22000,Diesel,Hyderabad,40,3
839,2014,Audi,Audi A6 2.0 TDI Premium Plus,A6,2550000,33024,Diesel,Hyderabad,10,7
840,2019,Volvo,Volvo S90 Inscription D4 [2016-2020],S90,4850000,36000,Diesel,Hyderabad,9,2
841,2013,Volkswagen,Volkswagen Polo Highline1.2L (D),Polo,430000,72995,Diesel,Hyderabad,3,8
842,2013,Land Rover,Land Rover Range Rover Evoque Dynamic SD4,Evoque,2600000,68000,Diesel,Hyderabad,18,8
843,2020,Kia,Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],Seltos,1599000,4100,Diesel,Hyderabad,20,1
844,2013,Toyota,Toyota Fortuner 3.0 4x2 MT,Fortuner,1399000,166000,Diesel,Hyderabad,1,8
845,2018,Maruti Suzuki,Maruti Suzuki Dzire VXi AMT,Dzire,725000,61000,Petrol,Hyderabad,32,3
846,2017,Honda,Honda City ZX CVT Petrol [2017-2019],City,1095000,20111,Petrol,Hyderabad,7,4
847,2017,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,1875000,94000,Diesel,Hyderabad,1,4
848,2018,Toyota,Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],Innova,1645000,78263,Diesel,Hyderabad,1,3
849,2013,Mahindra,Mahindra Thar DI 4WD PS BS III,Thar,585000,60628,Diesel,Hyderabad,24,8
850,2018,Volvo,Volvo XC90 D5 AWD,XC90,6850000,39000,Diesel,Hyderabad,9,3
851,2017,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1245000,24250,Petrol,Hyderabad,14,4
852,2012,Toyota,Toyota Innova 2.5 G4 8 STR,Innova,800000,69000,Diesel,Hyderabad,1,9
853,2011,Mercedes-Benz,Mercedes-Benz E-Class E250 Elegance,E-Class,1100000,68000,Petrol,Hyderabad,2,10
854,2017,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,1895000,34000,Diesel,Hyderabad,1,4
855,2015,Volkswagen,Volkswagen Polo Comfortline 1.5L (D),Polo,550000,103000,Diesel,Hyderabad,3,6
856,2012,Toyota,Toyota Innova 2.5 E 8 STR,Innova,825000,135000,Diesel,Hyderabad,1,9
857,2015,Hyundai,Hyundai i20 Active 1.2 SX,i20,670000,29000,Petrol,Hyderabad,14,6
858,2018,Hyundai,Hyundai Verna SX (O) 1.6 CRDi AT,Verna,1150000,41000,Diesel,Hyderabad,14,3
859,2019,Maruti Suzuki,Maruti Suzuki Ertiga ZDi Plus 1.5 Diesel,Ertiga,1220000,63000,Diesel,Hyderabad,32,2
860,2008,Maruti Suzuki,Maruti Suzuki A-Star Vxi,A-Star,250000,75000,Petrol,Hyderabad,32,13
861,2014,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,690000,126000,Diesel,Hyderabad,32,7
862,2011,Toyota,Toyota Fortuner 3.0 MT,Fortuner,1175000,85000,Diesel,Hyderabad,1,10
863,2011,Hyundai,Hyundai i10 Magna 1.2 Kappa2,i10,325000,75000,Petrol,Hyderabad,14,10
864,2016,Volkswagen,Volkswagen Vento Highline Petrol,Vento,690000,70844,Petrol,Hyderabad,3,5
865,2009,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,350000,135934,Diesel,Hyderabad,32,12
866,2020,Hyundai,Hyundai Elite i20 Magna 1.2 [2016-2017],Elite,750000,11500,Petrol,Hyderabad,14,1
867,2011,Hyundai,Hyundai Santro Xing GLS,Santro,255000,61786,Petrol,Hyderabad,14,10
868,2009,Skoda,Skoda Superb Elegance 1.8 TSI AT,Superb,345000,95000,Petrol,Hyderabad,27,12
869,2008,Hyundai,Hyundai Verna Xi,Verna,295000,82000,Petrol,Hyderabad,14,13
870,2014,Honda,Honda City SV Diesel,City,575000,85000,Diesel,Hyderabad,7,7
871,2018,Mahindra,Mahindra XUV500 W7 [2018-2020],XUV500,1250000,75000,Diesel,Hyderabad,24,3
872,2012,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX,Verna,535000,98000,Diesel,Hyderabad,14,9
873,2014,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXI,Wagon,365000,45000,Petrol,Hyderabad,32,7
874,2011,Maruti Suzuki,Maruti Suzuki Alto K10 LXi,Alto,215000,82000,Petrol,Hyderabad,32,10
875,2017,Maruti Suzuki,Maruti Suzuki Swift VXi,Swift,585000,49000,Petrol,Hyderabad,32,4
876,2011,Maruti Suzuki,Maruti Suzuki Ritz Ldi BS-IV,Ritz,340000,72000,Diesel,Hyderabad,32,10
877,2004,Toyota,Toyota Qualis GS G1,Qualis,240000,209616,Diesel,Hyderabad,1,17
878,2008,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,250000,120424,Diesel,Hyderabad,32,13
879,2016,Hyundai,Hyundai Creta 1.6 SX Plus Petrol,Creta,1030000,65650,Petrol,Hyderabad,14,5
880,2017,Hyundai,Hyundai Tucson GLS 2WD AT Petrol,Tucson,1530000,80000,Petrol,Hyderabad,14,4
881,2016,Toyota,Toyota Etios GD,Etios,670000,81000,Diesel,Hyderabad,1,5
882,2013,Volkswagen,Volkswagen Vento Comfortline Diesel,Vento,445000,77000,Diesel,Hyderabad,3,8
883,2015,Audi,Audi Q5 3.0 TDI quattro Premium Plus,Q5,2850000,550000,Diesel,Hyderabad,10,6
884,2014,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,725000,126000,Diesel,Hyderabad,32,7
885,2012,Mahindra,Mahindra XUV500 W8,XUV500,625000,122833,Diesel,Hyderabad,24,9
886,2016,Jaguar,Jaguar XJ L 3.0 Portfolio,XJ,6850000,46000,Diesel,Hyderabad,40,5
887,2018,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2950000,86000,Diesel,Hyderabad,8,3
888,2018,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi,Vitara,930000,98000,Diesel,Hyderabad,32,3
889,2010,Hyundai,Hyundai Verna CRDI VGT SX 1.5,Verna,380000,86000,Diesel,Hyderabad,14,11
890,2011,Toyota,Toyota Fortuner 3.0 MT,Fortuner,1250000,136000,Diesel,Hyderabad,1,10
891,2016,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,1925000,87000,Diesel,Hyderabad,1,5
892,2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,650000,24000,Petrol,Hyderabad,14,5
893,2014,Hyundai,Hyundai Xcent S 1.1 CRDi Special Edition,Xcent,450000,57000,Diesel,Hyderabad,14,7
894,2021,Mahindra,Mahindra Thar LX 4-STR Hard Top Petrol AT,Thar,2300000,6000,Petrol,Hyderabad,24,0
895,2011,Volkswagen,Volkswagen Vento Trendline Diesel,Vento,365000,96000,Diesel,Hyderabad,3,10
896,2017,Mercedes-Benz,Mercedes-Benz GLC 220 d Sport,GLC,4300000,57000,Diesel,Hyderabad,2,4
897,2016,Mercedes-Benz,Mercedes-Benz GLA 200 CDI Sport,GLA,2199000,60000,Diesel,Hyderabad,2,5
898,2015,Audi,Audi Q3 35 TDI Premium + Sunroof,Q3,2100000,67700,Diesel,Hyderabad,10,6
899,2018,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,2450000,52000,Diesel,Hyderabad,1,3
900,2020,Kia,Kia Seltos GTX Plus AT 1.4 [2019-2020],Seltos,1900000,31000,Petrol,Hyderabad,20,1
901,2018,Honda,Honda Amaze 1.2 VX i-VTEC,Amaze,820000,17774,Petrol,Hyderabad,7,3
902,2014,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,315000,21000,Petrol,Hyderabad,32,7
903,2015,Hyundai,Hyundai Elite i20 Asta 1.2,Elite,630000,70000,Petrol,Hyderabad,14,6
904,2013,Honda,Honda Amaze 1.2 S i-VTEC,Amaze,450000,46888,Petrol,Hyderabad,7,8
905,2012,Tata,Tata Indica Vista LX TDI BS-III,Indica,255000,75000,Diesel,Hyderabad,40,9
906,2012,Renault,Renault Duster 85 PS RxL Diesel,Duster,430000,77000,Diesel,Hyderabad,15,9
907,2017,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi Plus,Vitara,990000,105000,Diesel,Hyderabad,32,4
908,2018,Maruti Suzuki,Maruti Suzuki Swift VXi [2014-2017],Swift,660000,33000,Petrol,Hyderabad,32,3
909,2020,Mahindra,Mahindra Scorpio S7 140 2WD 7 STR,Scorpio,1690000,3700,Diesel,Hyderabad,24,1
910,2009,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,345000,92000,Diesel,Hyderabad,32,12
911,2009,Maruti Suzuki,Maruti Suzuki Swift LXi,Swift,325000,81000,Petrol,Hyderabad,32,12
912,2010,Mahindra,Mahindra Scorpio SLE BS-III,Scorpio,600000,82000,Diesel,Hyderabad,24,11
913,2017,Audi,Audi Q3 30 TDI Premium FWD,Q3,2400000,100568,Diesel,Hyderabad,10,4
914,2017,Audi,Audi Q3 30 TDI Premium FWD,Q3,2400000,100568,Diesel,Hyderabad,10,4
915,2015,Maruti Suzuki,Maruti Suzuki Swift Dzire LXI,Swift,560000,12208,Petrol,Hyderabad,32,6
916,2010,Skoda,Skoda Laura Ambiente 1.9 TDI AT,Laura,420000,80084,Diesel,Hyderabad,27,11
917,2012,Volkswagen,Volkswagen Polo Comfortline 1.2L (D),Polo,420000,75893,Diesel,Hyderabad,3,9
918,2015,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI,Wagon,385000,71000,Petrol,Hyderabad,32,6
919,2013,Maruti Suzuki,Maruti Suzuki Swift ZDi,Swift,490000,83000,Diesel,Hyderabad,32,8
920,2009,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,295000,82000,Diesel,Hyderabad,32,12
921,2011,BMW,BMW X1 sDrive20d,X1,1095000,84000,Diesel,Hyderabad,4,10
922,2014,Honda,Honda City V Diesel,City,590000,85000,Diesel,Hyderabad,7,7
923,2018,Tata,Tata Safari Storme 2019 2.2 VX 4x2 Varicor400,Safari,999000,194000,Diesel,Hyderabad,40,3
924,2015,Hyundai,Hyundai Creta 1.4 S,Creta,1050000,99000,Diesel,Hyderabad,14,6
925,2015,Hyundai,Hyundai Elite i20 Asta 1.2,Elite,525000,129804,Petrol,Hyderabad,14,6
926,2011,Hyundai,Hyundai i20 Sportz 1.4 CRDI,i20,445000,72000,Diesel,Hyderabad,14,10
927,2005,Toyota,Toyota Corolla H2 1.8E,Corolla,245000,174000,Petrol,Hyderabad,1,16
928,2012,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXi CNG,Wagon,320000,65000,CNG + 1,Hyderabad,32,9
929,2015,Maruti Suzuki,Maruti Suzuki Swift VXi,Swift,570000,63000,Petrol,Hyderabad,32,6
930,2015,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI,Wagon,425000,57000,Petrol,Hyderabad,32,6
931,2018,Maruti Suzuki,Maruti Suzuki Dzire VXi AMT,Dzire,745000,30100,Petrol,Hyderabad,32,3
932,2018,BMW,BMW 3 Series 320d Edition Sport,3,3200000,24000,Diesel,Hyderabad,4,3
933,2010,Hyundai,Hyundai Santro Xing GLS,Santro,265000,69000,Petrol,Hyderabad,14,11
934,2016,Mercedes-Benz,Mercedes-Benz GL 350 CDI,GL,4500000,100000,Diesel,Hyderabad,2,5
935,2013,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX Opt,Verna,585000,72000,Diesel,Hyderabad,14,8
936,2016,Maruti Suzuki,Maruti Suzuki Swift Dzire VXI,Swift,625000,88000,Petrol,Hyderabad,32,5
937,2020,Kia,Kia Seltos GTX Plus 1.4 [2020-2021],Seltos,1950000,16000,Petrol,Hyderabad,20,1
938,2012,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXi CNG,Wagon,320000,65000,CNG + 1,Hyderabad,32,9
939,2009,Honda,Honda City 1.5 S MT,City,385000,121580,Petrol,Hyderabad,7,12
940,2013,Mahindra,Mahindra XUV500 W8,XUV500,680000,93000,Diesel,Hyderabad,24,8
941,2008,Hyundai,Hyundai i10 Magna,i10,240000,59000,Petrol,Hyderabad,14,13
942,2013,Hyundai,Hyundai i20 Sportz 1.4 CRDI,i20,460000,87000,Diesel,Hyderabad,14,8
943,2017,Maruti Suzuki,Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],Vitara,795000,47600,Diesel,Hyderabad,32,4
944,2010,Maruti Suzuki,Maruti Suzuki Swift VDi BS-IV,Swift,295000,82000,Diesel,Hyderabad,32,11
945,2016,Maruti Suzuki,Maruti Suzuki Swift Dzire ZDI AMT,Swift,699000,86000,Diesel,Hyderabad,32,5
946,2019,Tata,Tata Hexa XTA 4x2 7 STR,Hexa,1775000,27000,Diesel,Hyderabad,40,2
947,2018,Maruti Suzuki,Maruti Suzuki Vitara Brezza LDi (O) [2016-2018],Vitara,875000,86000,Diesel,Hyderabad,32,3
948,2009,BMW,BMW 3 Series 320d Highline Sedan,3,895000,144000,Diesel,Hyderabad,4,12
949,2015,Hyundai,Hyundai Creta 1.6 SX,Creta,950000,68000,Diesel,Hyderabad,14,6
950,2016,Skoda,Skoda Superb L&K TSI AT,Superb,1930000,67000,Petrol,Hyderabad,27,5
951,2016,Maruti Suzuki,Maruti Suzuki Swift ZXi,Swift,650000,82000,Petrol,Hyderabad,32,5
952,2015,Maruti Suzuki,Maruti Suzuki Ertiga ZDI + SHVS,Ertiga,795000,91000,Diesel,Hyderabad,32,6
953,2010,Maruti Suzuki,Maruti Suzuki Swift Dzire VDi BS-IV,Swift,355000,83000,Diesel,Hyderabad,32,11
954,2013,Audi,Audi A4 2.0 TDI (177bhp) Premium,A4,1750000,85349,Diesel,Hyderabad,10,8
955,2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,695000,106000,Diesel,Hyderabad,8,5
956,2019,Hyundai,Hyundai Venue SX 1.0 Turbo iMT,Venue,1050000,13470,Petrol,Hyderabad,14,2
957,2018,Renault,Renault Captur RXT Diesel Dual Tone,Captur,1050000,43000,Diesel,Hyderabad,15,3
958,2020,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi (Airbag) [2012-2015],Alto,395000,1600,Petrol,Hyderabad,32,1
